,arch_00,arch_01,arch_02,arch_03,arch_04,arch_05,arch_06,arch_07,arch_08,arch_09,arch_10,arch_11,arch_12,arch_13
2025-04-25,3650.088595800193,4132.946441297665,3530.6865424218504,3728.0490065133904,3287.025197154473,3796.496919087229,4013.722988282161,3910.523389382184,3489.009315323794,3800.4434686092936,4155.060985344207,3611.6742634548636,3468.0093670894826,3992.9262975940237
2025-04-26,3376.1210890058674,3886.806411668569,3244.912954309561,4007.4857390742172,3017.7370800645162,3454.301054846358,3789.8124248356053,3602.6251051318177,3426.193879345247,3564.739989315265,3637.233996240317,3470.48785562999,3256.9168142897947,3445.878074874192
2025-04-27,3424.3051114066066,4097.461336594131,3266.1011937379603,3441.8600004541245,3129.484177818763,3425.3203349639143,3945.2773232450018,3615.408189675725,3378.045820354057,3556.632654295931,3775.1696282691023,3306.4135282184243,3477.5453114921083,3543.9006617792074
2025-04-28,3638.5471856629442,3855.3535577587995,3480.368873422597,3512.0935537932296,3368.2421023178517,3646.4126640593054,3918.6804548592513,3670.2648427846225,3593.8238228516852,3721.7817945228394,3809.179388894947,3508.9998523955287,3502.79977168177,3673.9118006412214
2025-04-29,3955.478586392579,4137.976825156272,3817.0111363045003,4241.817043740864,3467.137592860186,3961.5196874968005,4137.008541224978,4012.6097171501074,3654.299172322038,3894.7615233453603,4352.38100204474,3850.8954743523527,3515.579495187832,3865.0053605103963
2025-04-30,4032.030722887714,4325.967469633614,3789.4570552403084,4064.6178286834843,3674.8185453764486,3910.94025652065,4355.157676755703,4069.5528653710167,4056.313234387191,4100.3151747813135,4496.536094168341,3927.5443126053665,3799.5088283838995,4036.064698642456
2025-05-01,3883.07423884053,4419.66078886636,3475.814353368316,3996.8545707901126,3445.062702729467,3973.8337304655574,4142.9304287337045,4018.678969269495,3764.48523164369,4035.3179090849926,4467.53833370593,3741.869634065421,3662.0540513634355,4060.537278340884
2025-05-02,3568.9613051874976,4021.925600195183,3275.2934339364233,3854.790491258725,3208.8899724649427,3730.742513935926,4257.110299949318,3675.4854899183547,3501.993062404745,3640.149467743302,4061.930274158551,3557.818086585179,3526.072413739804,3658.881857261499
2025-05-03,3402.7083482140024,3899.46397018592,3222.540299609121,3622.76796712744,3166.776756666882,3324.8407338628494,3828.315373112318,3483.154012392096,3404.5375391256684,3343.6309319891648,3901.7359872600778,3403.0994612731497,3262.9259571750003,3655.0435543291505
2025-05-04,3612.881130363297,3744.804985771453,3279.698365417283,3614.425380474312,2831.911050960745,3421.8683728537026,3783.2391710039046,3517.781315645651,3252.5665306892793,3282.730465418477,3575.2490316195986,3375.6708419444294,3250.3145784347594,3416.741925912978
2025-05-05,3557.5649234479233,4076.1449269420154,3353.8657029804285,3746.047572052671,3317.6011502963242,3629.3297223785376,4040.1243459737884,3789.0489352424597,3424.3871909047616,3651.8624517815433,3809.205982689098,3467.573296650462,3390.916916547624,3963.266601838876
2025-05-06,3915.898246161794,4403.794155342984,3588.32068067166,4094.0376851033075,3525.812030303986,3973.692023958184,4095.2977703614124,4182.045770623342,3754.380881945206,4050.7185173218168,4090.971236850714,3759.9433670616013,3621.264677544808,4049.941283723434
2025-05-07,3761.8713324118066,4632.990234956892,3522.2619041837706,4087.0483029425777,3589.659727445102,4127.550126245605,4330.203465606746,4134.319146505831,3749.8902354465095,4115.471577266649,4318.015831900022,3851.862324595729,3989.6826398578296,4125.106029239503
2025-05-08,3935.664712517927,4558.559356824062,3575.07553908204,4210.761969607774,3586.2107294621906,3825.095779629276,4130.59735831309,4078.4178752903726,3756.07112987075,3933.8305860485193,4239.175174754127,3666.983629536661,3680.417950235066,4052.231108431027
2025-05-09,3771.073819600887,4109.056214384266,3622.9634379857657,3846.046781385092,3306.0921031976704,3528.53512626084,4001.802574986995,4044.1931617669125,3513.4190730467726,3677.3505863611813,4007.8995787177864,3575.312579390616,3638.4351764172,3746.5082659972018
2025-05-10,3688.250395153713,4136.462857214948,3455.5297430117175,3852.7904873162556,3292.592319436966,3577.6676527951795,4005.458109989057,3719.4937451043756,3465.5048217161197,3563.314016882799,3827.401555614218,3589.7317784957236,3445.339982847449,3944.081222279089
2025-05-11,3621.0275166589495,4110.043286822497,3571.168116939612,3826.622703721957,3211.454106099402,3797.253808426634,3953.459748640564,3601.894110299182,3491.6105775299347,3624.6601756137834,4038.2916526621248,3433.9521468812586,3565.5632225137065,3709.588350235365
2025-05-12,3972.7838640291366,4447.3932846626985,3648.0507936865533,4377.840349478543,3588.2319065386223,3812.513772085292,4133.962153536469,4094.291323191172,3761.073854230158,3761.8016992865105,4154.61572130974,3625.861559708594,3571.309761114504,4021.6674332501257
2025-05-13,4084.2991077994643,4688.503564452551,3924.8488242337603,4276.254916349111,3849.3510102974433,4078.6442320378683,4742.07243370192,4363.303522214886,3947.772356180795,4099.673097143128,4365.215000476486,3937.4354965744046,3973.684359595786,4169.632908937638
2025-05-14,4170.153850488064,4839.33363379671,4201.0681641849515,4719.483034746936,3847.686627116118,4394.72229491984,4751.611748167405,4556.59279542861,4134.337639383264,4331.928700281477,4683.748657246423,4023.001675996498,4007.6270396351083,4517.589075434737
2025-05-15,4053.044136472153,4685.242369045293,3940.540455220419,4338.443606900253,4055.8478851013674,4091.4951609830437,4365.5427963266675,4477.719479866669,4148.477817388465,4299.280260603317,4581.111757484232,3836.1251474033115,3983.5245548049847,4353.25862022799
2025-05-16,4100.946483256539,4786.586307974158,3638.0024357465554,4410.988560500697,3679.629100482215,4192.557365011789,4378.125594136739,4217.980994427293,3886.668682487902,3911.1972321384483,4312.108744707648,3905.433788678911,3848.369878016598,4150.621144888325
2025-05-17,3871.4160819856997,4652.50931001149,3685.6800187961576,4307.77916419251,3375.8068264111002,3955.7665746092066,4389.283337277345,4191.104908025514,3572.1924046769536,3981.817782378201,4196.527404438764,3903.3192700243067,3710.985263203528,4040.1633386395815
2025-05-18,3922.129187720731,4430.8989121077175,3625.1271863449597,4460.402541819513,3336.7375951147956,4005.9029110028096,4070.5446873366914,4148.575312550449,3873.6169235884113,3968.138973376858,4286.3605150405165,3719.6607414337454,3848.0761292660495,4158.831587161394
2025-05-19,4277.84145350762,4660.250489544398,3736.288092179277,4607.959686656292,3813.96586603085,4308.491450355434,4608.367473445799,4186.45514297409,4182.887312688445,4197.33529750084,4366.027770401142,3904.015129553398,4025.9084703029625,4280.124793452212
2025-05-20,4463.632972698462,5019.1593128807035,4127.426193356476,4776.975102903123,4084.2592383614447,4370.048985744315,4837.124824974737,4610.597003982596,4247.600957742753,4486.295508555294,4681.173935975745,4230.146923736581,4260.4233193442205,4709.133548997783
2025-05-21,4642.514713796981,5211.551792392466,4265.557064705708,4983.966003447365,4149.374989277619,4589.471583898378,4770.923261964045,4514.560577544929,4347.736899847085,4464.558006095432,5009.000696104819,4249.901654223284,4306.634137422975,4708.687633221906
2025-05-22,4540.194201408968,5011.827923692578,4250.68716945763,4692.838918664171,4015.0276874153183,4524.495000097779,4628.3230008676355,4546.570213534816,4313.408371655256,4479.308412241453,4728.970926808355,4246.309974040006,4256.202086735974,4452.833456436599
2025-05-23,4414.32245921749,4945.065138947624,3743.0583228141563,4364.767578939882,3753.10559673216,4333.320315044488,4458.725066738576,4152.4456051689585,3947.139865640742,4257.7622870073255,4530.062810648103,4090.233009850288,4093.4726906959627,4214.940158583868
2025-05-24,4068.1570380954277,4467.4696854110325,3852.534739588834,4391.463458275613,3702.3826970064274,3893.9188539969496,4251.061899137172,4195.214191502845,4005.9821566988703,4075.2260616261547,4172.81072140104,3756.5855118843147,3898.3410717732977,4174.801278605433
2025-05-25,4271.5449333526685,4695.013296884141,3884.47184130702,4433.090556501916,3598.883321495794,4133.3419557761445,4321.022644251733,4440.805734310048,3748.7821026010406,4006.404809178962,4190.181569286607,3962.769143230651,3743.092896315782,4097.3970420417245
2025-05-26,4360.217871052862,4602.369505658592,3936.4966905986416,4409.212118403263,3876.0547400402916,4256.483615244981,4716.070461894912,4306.429079499683,4048.603098415881,4248.66412099342,4497.906868351152,4002.1487161305095,3980.4694769165026,4392.491163161283
2025-05-27,4448.317596800774,5093.360979050685,4244.586748107274,4837.2637239329715,4071.221542667081,4485.136721025508,4757.316048550718,4619.7773423583285,4312.634000314603,4249.9564520791055,4605.50690070587,4191.147850080935,4126.86025312359,4538.837509101008
2025-05-28,4441.73621395822,5236.347297500799,4220.749212753726,4699.899394866698,4104.878828600779,4449.902686356053,4772.151081028957,4488.375581677123,4240.171849353703,4673.2348632117,4746.291972280724,4320.501676854582,4293.053061512375,4774.744736898426
2025-05-29,4380.313123447765,5046.666872034023,4136.232599469798,4587.726377671085,3965.1676047129167,4361.086892319973,4613.731239864411,4613.658064432307,4253.776634276474,4116.300556238659,4909.037141018676,4297.017048406377,4033.4365523531096,4330.921324367653
2025-05-30,4035.9272645059923,4557.829586961053,3858.277223802697,4315.855032906705,3690.196564535514,3950.669783828745,4550.257736037159,4162.583976224854,4266.460076145313,4119.727884432208,4315.634465640281,3975.294695468788,3811.816625763394,3999.4327787742313
2025-05-31,3860.192888131675,4391.73179547094,3747.772957248629,4189.067777732148,3476.4666213121523,4148.492753099059,4063.0766647271357,3956.662074132209,3804.1109247908676,4058.7338319904397,4226.902773623135,3666.0365490433014,3781.5750800294777,3931.6336708163703
2025-06-01,3748.573506228171,4281.38776384255,3777.009358076843,4279.050880343944,3381.7552499112253,3897.1882597757804,3998.9366266468046,3853.3199903826744,3783.703403063881,3809.9794408769963,4107.19578312793,3494.7492710677734,3598.5947669841535,3899.908504397124
2025-06-02,4021.5120916354385,4535.168269326588,3904.2291970135025,4190.798026162352,3648.1649204141277,4166.876576898226,4341.703507327602,3829.0662414770004,4047.068907966907,4134.298711200923,4158.717996148039,3889.733783512258,3897.6399856241296,4125.854461890271
2025-06-03,4288.117592570524,4754.822647544618,4109.445813636846,4534.051594967351,3766.769454265736,4368.133054150719,4522.025898719952,4311.242945644032,4084.684814144674,4152.591287923928,4371.222051200688,3986.124945405507,3893.2967335875355,4303.217785037784
2025-06-04,4284.916701572101,4603.648642645419,3882.0676630045928,4681.609623097955,3742.4456025632635,4393.204308872896,4440.033807154195,4619.673518695505,4078.3327781521984,4360.316350467805,4682.802409458987,4097.901220734238,3987.3216637579035,4481.664596807613
2025-06-05,4104.54943636637,4684.930057383409,3993.65417805837,4429.327910110021,3614.6258139277165,4234.522766170471,4517.286034714357,4299.052944339377,4081.295797421431,4233.170505401617,4462.184438910885,3856.1651954616973,3846.890454686475,4398.721953579218
2025-06-06,3656.9332424560544,4274.763411501956,3712.111338009407,3888.834825741715,3392.861955130876,3870.9620273872833,4335.249003021309,4029.350338837997,3418.1143369714578,3932.2328142342335,4025.5288309444372,3598.173910215219,3726.9555495938125,3966.892571802136
2025-06-07,3617.039410688195,4040.0046871572818,3629.51635260614,3762.9755181578203,3174.5518333029804,3481.990749119256,4004.0057384110396,3869.9849279271093,3427.9152217373926,3698.5240571946283,3727.383526903166,3390.7211134951885,3323.3580896453896,3742.1768508067075
2025-06-08,3461.8381915116697,4163.490024653244,3584.2921142632194,3863.9947025185643,3206.1895287210587,3565.1823963490024,3976.34536844622,3642.360781751893,3472.1969130995053,3749.8845030689004,3749.692952653562,3465.0754818349124,3357.0522782097396,3800.5791969205347
2025-06-09,3804.3098685751,4253.28770613601,3437.3689203290355,3785.4941853364103,3286.900284575862,3751.130931988212,3971.820840398116,3844.616050001866,3428.4001115226565,3862.739716952093,4006.278485014508,3477.612177498671,3572.820243092629,3783.191994351879
2025-06-10,3897.432598179129,4576.115490315221,3551.4639236879925,4140.498455757894,3246.700913648109,3997.5791382505654,3984.9031582638927,3912.1369912322657,3607.632343141519,4118.527408626282,4126.355027217669,3652.3247395668054,3506.547740234805,3872.654743694779
2025-06-11,3852.561678396819,4355.6769026969705,3757.201881227737,3979.957145853293,3479.2267009619054,3837.144545762878,4401.289106829061,3975.3578376407017,3765.164907424607,4035.2465875819407,4154.8792773326695,3845.1465381797616,3824.774042399244,3991.122418163133
2025-06-12,3804.5205890035554,4267.82517542224,3591.0845056214807,4173.433528213143,3307.045655243199,3769.238347528379,4105.397344241816,3768.451360822546,3559.5242124373885,3948.655975068139,3987.9264568597237,3521.3588613206875,3504.4780821939853,3801.2480349806365
2025-06-13,3482.040076513072,3905.528842695643,3215.6363104815246,3571.2261061218983,2946.5162345719614,3463.0485913431544,3927.531027243017,3798.5587214289294,3352.9640091239635,3569.959937303772,3705.589647427086,3270.823997484255,3198.5694453990122,3594.191833785714
2025-06-14,3232.0778647890033,3706.0075776398617,3129.0153157469913,3386.2963908712577,3037.0512996097727,3384.9403820279704,3582.539708553129,3370.05759392507,2912.558387619105,3204.4480664422003,3434.1674611874937,3005.8885679463724,3076.8396650569553,3492.597906840563
2025-06-15,3127.038321925509,3609.5871742558847,3052.8809104430843,3417.0705523970605,2842.2567412371045,3192.450309210234,3564.008168683335,3211.7018472416275,3070.5228389318086,3236.209720567568,3347.477045532048,3190.7851202787083,3098.1893311452473,3251.847423536896
2025-06-16,3380.313713726304,3827.3832392078866,3282.8761873195017,3424.339221417077,2969.047084182181,3386.6901047277915,3638.722051632661,3641.0791865600677,3110.918332538826,3476.037513777586,3655.275260798114,3321.9880805231023,3404.3688327468594,3422.218623630959
2025-06-17,3541.0147008635217,3954.2945741444632,3363.3893007075376,3764.6362142740804,3395.4805690208605,3460.032026504134,3830.377617758015,3693.82826453941,3337.470471249084,3670.9351211522085,3641.7715361124638,3617.5795680305114,3287.676860140228,3555.725263793623
2025-06-18,3520.014540211823,4263.602433930165,3430.8204547923797,3731.395397328987,3198.754269172508,3621.873781144225,3950.956347265188,3784.1611840359965,3314.1706801124346,3620.0919573556694,3919.229956300411,3653.968287333231,3509.5904709585734,3841.817965538421
2025-06-19,3735.459280981534,3834.4539272149486,3478.6292720771025,3719.9492915134165,3190.0945795107123,3634.085909631669,4040.400764041197,3778.479535326999,3450.6775763095484,3721.9130533649413,3906.7459763542474,3609.5074925125914,3465.864178267358,3830.6517474401808
2025-06-20,3429.9265961758183,3802.0410575274027,3162.10142537893,3569.513034000999,3124.828210009358,3418.0855495519736,3531.6085592333766,3504.004568247032,3108.7545397086537,3507.0819059635824,3825.379467489346,3187.7653402289357,3013.6493744741747,3419.7710947232063
2025-06-21,3416.1727471517906,3648.391044924277,3070.8696791686925,3506.5554122862804,2766.9774479697476,3351.776454361455,3511.8140673694984,3315.549380209654,2906.3302893580008,3141.82640714507,3467.4134521017563,3123.2947184018985,3115.2657171640312,3282.8397774981086
2025-06-22,3305.088476210554,3767.117148090855,3096.3203897951566,3399.2135986534845,2795.579691123693,3237.0721367296983,3666.2335907983247,3224.187632468155,3071.055163100466,3218.6939483113097,3424.379134420583,3154.62492397926,3123.5672832811642,3514.2744046368043
2025-06-23,3410.2076344822362,4054.5039028013425,3223.652248814845,3684.2725016860763,3073.402730492442,3469.625181568571,3726.2190937514856,3443.663132709229,3169.2927328264664,3316.019904754732,3856.470604619425,3436.9431383519795,3218.874437526961,3360.2105681168277
2025-06-24,3583.910820658454,4382.677362983612,3361.481536357624,3776.3893203464277,3252.5525304745597,3798.5137045043593,3908.491195079588,3710.7425497592567,3410.4298427088324,3904.5450492965847,3838.5570779201034,3563.130779914126,3514.763373789659,3671.2897971700227
2025-06-25,3729.3581000569907,4310.107122072538,3713.4547744414367,4164.803486526418,3566.0305456034102,3798.465985998654,4223.829027912319,3869.2436424051543,3517.879709368517,3705.330722362196,4270.690351419036,3612.6836513058074,3604.4224186973274,3919.067370220806
2025-06-26,3671.1134628680175,4326.767221426725,3580.742905762872,3948.50648457489,3435.6357531405533,3578.546164942779,3932.5702324917315,3771.2044747407695,3598.0557887441432,3986.674108066516,4081.316238536972,3589.6302362295773,3508.3064920068696,3825.9671013030056
2025-06-27,3732.6947241594,4006.099345199678,3489.9356954407554,3724.759623404894,3191.5319808410345,3453.163567520382,3997.0739985025307,3653.4668671057225,3373.805484752192,3695.838078803761,3913.3605157820566,3420.4479514957907,3605.6432762551954,3582.153229493664
2025-06-28,3457.99131535707,3820.416268367172,3341.511038294376,3832.0357252369236,3221.0179573984924,3531.8362613154013,3908.4449944003572,3823.113939907503,3273.175561063801,3315.6492752408244,3657.1260790314236,3364.489793367705,3448.5490269140173,3534.3656677156687
2025-06-29,3523.065346929466,4045.96277861133,3271.785627375446,3672.114968385094,3292.510255634888,3578.363964072853,4007.5351800701956,3565.0942188269655,3352.6742157324607,3507.86232717179,3769.453819119766,3399.4162181948113,3263.9033341987115,3806.0359296257784
