,arch_00,arch_01,arch_02,arch_03,arch_04,arch_05,arch_06,arch_07,arch_08,arch_09,arch_10,arch_11,arch_12,arch_13,arch_14,arch_15
2025-04-13,8293.309584427388,7645.667461999587,8091.392853125901,8189.03305982543,7756.405915688713,7427.221028780289,7409.221589418222,7682.666491120614,7959.294862338076,8320.16563035202,7308.251551857624,7877.876683389099,7491.29991739619,7261.541313796891,7770.930205286475,7936.494343700947
2025-04-14,8370.613117035628,7779.308548677849,7879.304749996804,7730.069959799945,7654.770243535464,7735.338306726905,7727.516697793674,8276.205958466113,7895.302581442448,8166.78304134045,7453.564548593655,8183.127899444332,7782.788388921643,7166.8475532282855,7857.019786080816,8430.16833081022
2025-04-15,8463.11670662598,8401.186779188181,8379.775115958662,8357.384518804503,7881.3093047371385,7992.799511510578,8077.823570763322,7956.964566545967,8888.499891528834,8996.900286036776,7969.813395869057,8249.102569556282,7886.55992207901,7430.561363101,8357.549480591382,8657.343192185594
2025-04-16,8461.445910223416,8465.375467381176,8585.368991010697,8350.508219091818,7911.2724511309325,7929.464850436668,8184.382083103046,8078.528605228421,8655.018019210436,8903.083550396877,8061.66038837206,7801.972958708464,8285.398778197366,8160.693036218847,8159.8993624594395,8534.316885773653
2025-04-17,8563.510002954301,8168.42965499814,8356.089366239477,8159.090619870185,7620.402282941216,7657.711798255617,8312.369263344714,7901.103415587579,8137.415598923773,8425.252746170152,8058.24340116591,8249.296519874155,7759.186468138388,7698.370535441813,7831.645939059902,8495.680272511183
2025-04-18,7708.914358980442,7559.990885112235,7552.0698283409365,7934.9500153731315,7407.418096724009,7510.028273702121,7375.217400982605,7574.900907141635,7401.206139592363,7973.622971664644,7395.9886772021055,7572.2020677079545,7569.756945064259,7220.730782707478,7543.355021499674,8034.071561158639
2025-04-19,7192.5221204667205,7150.512236644654,7331.293707295834,7228.358303199244,7329.244697737154,6989.1718003425185,6592.504076591285,7261.988250377291,7714.926363727034,7717.418900373868,7027.018731684499,7119.787668796546,6649.086485997732,6763.4040781262465,7403.891954288714,7483.902668742084
2025-04-20,7273.254689414185,7303.296988545499,7377.1022838777535,7305.560141876172,6951.801568199527,6730.934382221252,7181.144014353007,7528.3185648468825,7969.7698464126315,7634.060715053876,6964.792956550679,7232.195973780351,6948.480896391506,6740.364950180103,7122.910194097737,7593.1710343834275
2025-04-21,7348.367471540967,7736.761956375909,7770.13295411189,7548.6817532602745,7095.607996609474,7347.245747803809,7570.0939620122235,7236.201854897916,7830.356583854121,7711.205117953192,7408.237318161486,7811.487228188687,6992.690165447931,6816.384393827019,7646.8182984722125,7667.179335208355
2025-04-22,7784.992846861361,7658.718962667701,7526.252425138499,8033.3030870173525,7456.807438329467,7362.674103369935,7537.905651043814,7350.780344976195,7882.851682468931,8105.568443191464,7711.171036720707,7697.178343824583,7633.077882624963,7413.051808022,7226.247958452368,7992.086632800995
2025-04-23,7981.150923261742,7579.559185342331,7875.592167087961,7643.754937641712,7259.111701304031,7291.765305576518,7752.747890708927,7958.726207039153,8030.14725681176,8093.560915030484,7604.270090653279,7606.527717500924,7478.216524427027,7306.654926185544,7793.396151326035,8449.26009940385
2025-04-24,7569.277303749042,7830.811005012469,7441.081099128183,7253.3903969106,7124.407190121384,6947.903655154823,7365.1832372552135,7515.953598005735,7455.549424317069,7696.190085337115,7376.62362785261,7279.670103556211,7431.310568795664,7175.476566468184,7190.034597979431,7967.716685125228
2025-04-25,7073.672215164192,6952.05380831988,7141.468883389162,6830.3593863607275,6719.86891853345,6878.721325327653,6858.084744911894,6708.029135946592,7123.65239564762,7423.92385831268,6616.5428703577945,6964.648872919901,6680.101650905093,6590.296281722603,6707.157114512188,7126.859601563812
2025-04-26,6539.007477843934,6625.615991499111,7036.181892228743,6564.8952801560245,6266.7769996899,6347.234831360925,6838.038643623883,6331.6620713230195,6878.038687778386,7001.534165588977,6457.9085846365115,6259.383248377705,6372.462015446612,5996.484796765087,6808.174636112893,6714.310298830223
2025-04-27,6465.7401180145025,6526.945144468578,6453.6995353550765,6383.923251114505,6390.904836211609,6343.338293795993,6722.7497667008865,6523.615248752616,6642.72715170841,6904.799670945442,6032.399543770129,6540.84264129182,6151.996085902977,6099.816013713603,6536.977784942919,6609.660401394414
2025-04-28,6947.952200112404,6551.2301284211535,6844.619328910462,6774.26545004461,6562.186172138803,6402.415944059304,6776.1873143147795,6782.982019502918,6972.170649462388,7232.858476697232,5988.519604375241,6692.947544580127,6665.190675466477,6595.652122559369,6803.570304002856,7258.173109154352
2025-04-29,7932.514788736513,6985.867239343995,7473.496024652788,7132.439760065258,7097.97097394276,6742.156999350453,6860.115684704607,7183.603632561487,7930.281915255897,7542.9926778892395,6714.363176059848,7553.1698222202185,6975.5952266526565,6761.1201933365055,6995.513504908116,7525.508330925841
2025-04-30,7543.662098889161,7337.270841064203,7476.199705247533,7203.735817652704,7351.121822838506,6901.110666944242,7270.6428637018,7274.105528821427,7899.678389922866,7609.408370366032,7363.164804881732,7668.69847374694,6873.286042100249,7190.553115019666,7284.678739807597,7752.725209916586
2025-05-01,7592.951519236439,6901.570646779759,7697.472448761938,7267.803164039185,7012.697042922814,6586.738069793582,6980.319468821067,7220.377180373252,7514.951246141665,7347.522433436697,6664.333226729744,7486.095243846616,7024.911886689602,6748.634189850535,7321.360068248262,7439.941512222183
2025-05-02,6961.597230437889,6882.065614570383,7141.171420856472,6651.583467819659,6664.333109485189,6628.39997616846,6681.888913757072,6667.904458599724,7231.492544782523,6982.03477450906,6411.632422671787,6964.762700600265,6581.636677205433,5985.521526385296,6672.553609091328,6994.743602167031
2025-05-03,6542.431574125356,6197.574513797794,6921.429998514568,6224.182350429384,6181.045322012203,6296.505384681548,6526.35805401577,6315.065828661934,6519.597091581367,6641.712047279316,6251.54335993666,6137.871150930623,6179.655084707754,5971.232584927879,6442.096753297927,6967.39333933454
2025-05-04,6784.117182390923,6197.61369579724,6718.649484141922,6273.419309615018,6128.109510693774,6043.638050894896,6459.427285863542,6271.543196499844,6756.125901575978,6365.118798009011,6135.999782619295,6538.478722664088,6484.632034925302,6247.551052875868,6581.8611887010875,6688.230470992928
2025-05-05,7212.350892280619,6920.370128215171,7278.129925990226,6767.897145686055,6856.1063146534225,6416.702495200073,6542.387868974044,6478.315531892039,7214.184143692776,6843.07878289975,6311.2973711532495,6916.6046905749145,6810.047633134253,6740.362270815641,6997.023213507336,6912.823690742345
2025-05-06,7222.321242357033,6829.371681961138,7427.162170207089,7149.927843679186,6808.4322277766005,6938.3508364189565,6993.2402310683765,7058.383286657939,7799.288258237073,7581.477244462293,6944.83109549065,7376.391677976432,7343.480141793498,6746.113231438575,7217.604600179193,7792.702758501704
2025-05-07,7521.293213423072,7361.148166061293,7656.5800527019965,7144.879717314339,6998.6537069323695,7182.766887476451,7320.829648515291,7806.305808477864,7875.294402347154,7728.972942859807,7013.742961928629,7708.912202596089,7154.3265918892885,7250.700263120673,7427.392447548025,7692.115972983217
2025-05-08,7453.758672054193,7125.555017214121,7260.652471602036,6911.0276806817565,7067.9543393226695,7164.226813232789,7462.438384192383,7163.953452680673,7424.499117577749,7573.604054220691,7242.9879467320725,7350.098628143159,7210.798444175868,6884.7248702033685,7145.585036282126,7754.349006773418
2025-05-09,7208.654474399318,6902.964616173772,6880.666584243859,7120.090745439971,6969.645883252646,6362.461788909205,6934.601113346981,6942.30491408055,7382.430804695797,7130.754417449127,6869.5536315936815,6569.34293553319,7042.4603057445665,6447.666621813435,6762.211497062457,7384.779226838913
2025-05-10,6781.712322820282,6886.693650019697,7050.236882828821,6848.472673783846,6405.449751377506,6248.010181803911,6472.2202741100145,6697.5384594914285,7156.022107514301,6976.76631146785,6432.259037974612,6694.336258450459,6820.948588852285,6578.81920240907,6773.132938603194,6953.20695141002
2025-05-11,7187.295632593961,6598.698320521521,6786.992188041913,7084.364100903151,6518.591452705135,6451.839145321665,6754.308869212122,6569.033449592174,7001.466681689739,6894.722175409908,6518.60919926772,6747.578559204139,6762.224642596313,6673.087119636496,6611.775639005147,7361.010208671608
2025-05-12,7223.5783049079955,7172.58684690543,7346.001551705217,7417.674423906371,6819.162472244349,6838.147983790067,7020.899014222873,7275.7231418279025,7559.333102672859,7244.834073432177,6622.668780683078,7018.77173189927,7153.370999894008,6861.891849136595,7024.34636755934,7352.468095917812
2025-05-13,7989.166153625976,7615.58088175182,7645.2162417361205,7448.942123750176,7694.925491340499,7157.724185014023,7534.043709465426,7333.158799283857,7967.96968616555,7995.7038651778,7171.777331786588,7686.8100604380425,7810.215764564539,7077.044995379718,7314.945945076504,8121.6395731238845
2025-05-14,8375.523520625831,7804.859173059874,7963.565887241051,8078.745735064233,7977.894282836455,7341.56518469133,8058.8881367347885,8072.540391733459,8632.349900512027,8404.325405348762,7721.828592035388,8404.697351193481,7762.400469190475,7546.747264256868,7815.682367476018,8336.188916053752
2025-05-15,8406.81767454221,7718.779441421205,7861.58651658817,7937.907600780387,7281.89707965558,7236.281173211131,7432.519701068593,7555.669163442812,8259.737224026389,8130.274444240017,7461.208427876927,7773.458044004194,7847.60277139768,7241.167097927975,7888.872233836839,8143.583416862123
2025-05-16,8080.2979592578395,7771.663929023848,7830.1874022905795,7744.116358504118,7119.944009190136,7218.67507695104,7359.039896868655,7384.530981185889,8032.795672819398,8304.078786278347,7109.079536080728,7841.538857485909,7457.676072553438,7285.394002208093,7439.110855380639,7996.919400637057
2025-05-17,7939.523578915095,7355.3288610342015,7450.409655380529,7673.1819808518685,7099.087438551846,6934.63516387795,7445.977017963133,7128.465828412792,7450.389486681525,7591.878200401137,6936.988484862506,7348.3406661178105,7380.054468504382,6629.3391619288905,7032.129480954242,7635.633703235929
2025-05-18,7861.985405270123,7586.662947950858,7675.547030285602,7427.142001274833,6594.001282640851,7179.341328065436,7263.4581182630955,7467.869419259665,7526.262686384635,7687.143702158628,6961.753872111146,7525.656584990017,7346.429369593923,7046.602414202664,7081.146154069159,7591.8941286443105
2025-05-19,8342.313908187023,7738.545589709263,7949.232460492644,7725.592973854001,7422.195655412583,7548.056488745117,7746.482813516372,7660.882583606648,8014.030438100306,8107.753909180742,7826.170892247589,7728.652829980917,7684.786043256193,7313.675553985812,7571.076174065163,8366.902852074454
2025-05-20,8779.489324739896,8478.341886727214,8563.680151379836,8374.395418869837,8191.649303943378,8043.58367873183,8266.012066136604,8056.874444318732,8410.626627422427,8316.056775597968,7949.0842834272935,8358.95088018326,8003.103521247645,7861.940370814252,8044.067913143641,8532.383994050917
2025-05-21,9025.885063259233,8529.159855120051,8592.485278380336,8766.057368093392,8120.273787276177,7591.97135347893,8468.331360197475,8488.478645101979,8747.717617375269,8895.327081234529,7974.792483886434,8346.373074188916,8184.035745828827,7643.050336304959,8326.88559343076,8850.950818507752
2025-05-22,8325.062791496295,8051.759962950063,8165.473449327886,8409.431401269403,7705.922692962132,7488.430087558753,8037.7430792695,7819.00595694902,8650.986710254103,8720.230715784639,7754.335463781905,8438.284333179263,7817.941722856492,7783.445858307643,8041.9928393657765,8473.25172775305
2025-05-23,8072.111692001559,8229.380912375156,7818.299261136979,8191.966720374482,7063.620203606552,7279.214549127474,7775.602848060912,7812.917355446333,8050.430885377162,8256.032247766267,7001.2703141705215,7828.681940867883,7722.636126793163,7234.973494156801,7394.99471620944,8133.196043525901
2025-05-24,7985.777712067927,7759.513004492683,7416.7261673280755,7776.537410181465,7397.879485580817,7279.730085520582,7359.546929568903,8022.199103546848,7622.745843118464,7776.777398128731,7160.5264427266775,7704.7917609861315,7397.175337930399,7015.28863043073,7066.461860868136,8023.104739217014
2025-05-25,7805.322736912538,7842.87135337627,7716.232538968634,7956.935134548061,7021.123890232271,6962.257102266204,7273.489209165439,7089.137122921706,8120.354418381155,7820.342890290149,7229.738778455173,7690.433468352096,7030.64894475188,6935.995670087521,7113.649381793256,8127.163525315938
2025-05-26,8253.151945851907,8039.952365621445,7705.054898296817,7904.626203797361,7506.878003023384,7603.851821611525,7909.353800791017,7742.5018161771695,8205.346972243935,8254.955480026314,7606.352148735498,8037.259441818075,7760.602750935919,7149.623010698039,7551.862069059234,8264.071183375308
2025-05-27,8242.248569828804,8370.348869005998,7934.100586408768,8508.461873247255,7830.8142247772485,7998.679213359034,8182.867704085354,8269.134451411028,8305.82997080363,8863.030414585599,8060.14723931389,8282.16892636608,7813.555456936099,7511.119807886031,7653.9044769635475,8619.671420872777
2025-05-28,8961.610488940156,8393.682414073064,8381.749241405349,8571.155438260348,8010.912173213821,7772.739875740616,8349.764772122637,8151.315584941529,8618.293207246585,8698.491293788757,7889.078008175565,8397.34898306023,8182.469211617914,7753.08684878448,7957.4941905990045,8764.345072661132
2025-05-29,8368.37589200096,8613.596441907097,7805.114863823012,8645.431056774041,7276.110760371526,7545.575223354727,8128.376510983284,7803.216664290047,8490.512496451163,8293.323518125686,7645.322736232807,8045.547987385594,7926.2675770408305,7704.800231712666,8168.501328501137,8241.338601707419
2025-05-30,7689.837159091448,7533.5907740642015,7642.650553375035,7709.5682264648885,7273.64732201951,7248.617581107357,7323.4306407722215,7322.313215547801,8062.275380405659,8070.749909473153,7230.791421319939,7776.303637711842,7643.199192256503,7269.249595480671,7617.911390012542,8202.704303424893
2025-05-31,7292.858073450292,7380.144680903714,7330.672624784001,7193.687707890641,7055.985534240692,7069.785562203132,6985.267487016297,7161.225983743301,7732.275162907399,7800.303411934635,6708.672304705861,7350.269021779609,7328.340273037339,6966.431793607617,7087.687208882545,7948.85586998615
2025-06-01,7748.227347907847,7243.390763941695,7184.499581296469,7092.77138597402,6889.424909572981,6987.581728610813,7213.511041897907,6951.11674389157,7634.583436984992,7123.306606878989,7104.653587989014,6750.293058304474,7319.522559405484,6703.1820935785545,7066.6546237235425,7593.5836733236465
2025-06-02,7518.340646548264,7724.527595387514,7509.559228275429,7805.652318253933,7380.817638200537,7073.911766479215,7173.537991946412,7391.631593914555,8269.799032099785,8127.025172141836,7194.555939697121,7517.767918424357,7010.5204733240735,7066.454374529782,7003.147685934742,7682.878804663198
2025-06-03,8415.593023742036,7747.220204583891,7654.765286731904,7914.709554379986,7515.7208203713035,7614.697323681615,7703.9186853631745,7841.527708262073,8155.394830150661,8538.301897978956,7463.813239810424,8022.356170509574,7761.199653523211,7185.623819984101,7763.714149591121,8381.895709750268
2025-06-04,8228.548242872554,7929.708982184569,8045.842852163071,8023.184988082528,7940.868217171349,7361.553345745695,7638.367546904464,7741.648084994376,8651.663911447617,8507.888588648311,7976.298956761582,8065.250823247875,7951.452472993674,7457.953780738197,7808.682381268849,8645.930557724776
2025-06-05,7889.493948237799,7739.471875755302,7858.536396919734,7784.693338447825,7527.824541409382,6954.446841511272,7706.22053574296,7675.596933667315,7924.798308769508,7870.737852909178,7153.018588136521,7513.988169328765,7513.1566575561565,7186.497149650069,7177.403639147405,8108.960948001782
2025-06-06,7605.326942160772,7095.714565759113,7332.737621737615,6989.388939958061,6783.989251372919,7020.544526406588,7006.338090738531,7258.493140458697,7213.160688183776,7305.786976243133,6955.060482539735,6871.039331181352,6897.910395801055,7061.086566203712,7121.58753669492,7384.97968263203
2025-06-07,6826.1489490129,6800.541894612604,6840.481191989945,6688.398443813882,6777.4059626613725,6141.266005966969,6731.196260973667,6545.035416246948,6916.743034409063,7008.706413408747,6689.207995869156,6691.510458546932,6362.828160633305,6306.6435534940565,6578.714196608679,7290.239899799424
2025-06-08,7090.054588028148,6363.25234214682,6734.912627649021,6644.329072703068,6634.347788911044,6127.460371453527,6710.53921601461,6589.441096008287,7063.956140975508,7311.987621735407,6455.630266167288,6878.528228301086,6554.522624085545,6564.2497209683,6522.272991176628,7155.076654196316
2025-06-09,7173.782006489239,7046.860802854511,6888.612241136749,6529.20112193438,6735.167483600288,6528.50731950435,6551.609913016257,7239.978083120861,7097.840142747182,7182.371236205967,6860.832653957832,6872.371351530785,6995.515274691175,6417.127155113256,6719.037999228527,7095.021221950481
2025-06-10,7045.718072514981,6935.059373672979,7423.381143371423,7447.680335459487,6960.222587964461,6809.825496880157,6994.843578360673,7152.24619814444,7588.534666739002,7548.389535849353,6871.134517492683,7287.466678492064,7015.982957752251,6787.5511674125255,7093.87484636682,7223.633171827138
2025-06-11,7463.314991833558,7347.7401037687,7378.029357429598,7337.707076625228,6944.367356018975,6683.311556777515,7101.015285376551,7177.5799475118965,7421.954070553325,7730.721418368609,6935.791317325862,7031.261882468087,7128.596587582263,6724.570927985254,7394.362522569792,7887.1038202146965
2025-06-12,6816.867842544999,7080.176633319148,7419.783893209343,7233.462852319765,6759.271010787968,6956.963559108483,6875.312166331911,7302.34648643383,7560.879444594712,7616.749313764426,6891.324937377965,6823.333292227832,6850.022804321906,6829.087249906941,6870.166876016385,6784.967993992986
2025-06-13,6927.344063441667,6082.1344545372995,6717.694676124631,6394.842601038022,6443.898774192696,6093.360398878738,6403.486917622871,6536.388309886245,6732.689091212141,6893.232343702938,6487.610159260044,6465.897584318881,6340.223991083463,6389.404632179125,6146.209811736751,7107.2938897939275
2025-06-14,6435.319055317347,6162.228044392799,6340.443602611476,6325.861122412334,6015.230682340993,5880.317313199037,5999.64637143503,5993.278759290683,6760.058622433187,6233.3398775877195,6051.493672918554,5736.89392269212,5895.592255281796,5966.769103557841,6150.545557697838,6758.432978485854
2025-06-15,5866.446197088435,5705.739323802632,6319.480716446135,5753.8933450334325,5677.272807726882,5984.559357989662,5683.245266939449,6325.678061398954,6363.301780377946,5789.787780074614,5874.229784907279,5511.709625453932,5748.022880137231,5805.54064452994,5842.432697203058,6099.967549477894
2025-06-16,6410.9914531264185,6126.82279264776,6706.792310081119,6115.46996469857,6336.574498231415,6175.274358899365,6144.057193444181,6370.2205258899285,7025.630475882994,6547.3731151105485,5902.332697514899,6493.117405631544,6059.162421663017,6024.075207219591,6065.202885750162,6391.098203868987
2025-06-17,7090.559953695902,6399.7407276562635,6662.522631308706,6827.89696540952,6846.148192058554,6303.941663567543,6381.431092839135,6565.652818122734,6928.498796662941,7133.828803331253,6219.687301460217,6819.699838441675,6652.541759147022,6328.496359607158,6397.797388395722,6926.263230454792
2025-06-18,6886.0657718665,6800.184393425335,7147.570582884881,6632.98626447794,6825.801027615184,6406.026649121606,6275.994181788925,6478.370748299145,7382.131609755021,7107.052557894385,6289.236582842739,6676.883780840015,6678.707464081692,6516.163850016206,6714.424993317088,7071.424170023171
2025-06-19,6765.688839125187,6696.056536824756,6854.992778744627,6601.260152276719,6578.178218494324,6349.644927017428,6252.814346442008,6660.638527007135,7326.974584380907,6540.132997808686,5829.161447508318,6565.880702425657,6456.131778494582,6205.329666921853,6497.768691517631,6953.184914252457
2025-06-20,6592.793750110439,6070.679524815386,6185.526048701446,6274.826531948656,6367.606789027507,6167.476521385688,6145.116388796729,5987.823002269779,6661.536235589152,6234.550201559683,5885.114454732377,6146.672578285113,6022.44620927722,5949.015911013565,6030.980461292907,6531.045169251082
2025-06-21,6073.654028054313,5671.47689062054,6440.9007302386435,5675.852774447069,5961.378052181119,5615.3472892313,5701.676515312724,5703.217367288336,6524.468713025507,6892.872291761673,5609.082248350616,5980.966538992328,6271.991494460066,5802.742275747454,5888.14696256434,6592.556644362653
2025-06-22,6249.4258466557785,6084.9457063464015,6199.681118779646,6101.93506953573,6122.293804316598,5385.427534538548,5880.521323838848,6101.46201878759,6547.572424730027,6328.28000847195,5472.246687592963,6057.721367667116,5752.717741465874,5884.78583318101,5818.03485299719,6602.513521717521
2025-06-23,6431.8544033150165,6522.8896620085225,6210.211826150335,6171.459281481913,6382.4164528466345,5876.323126878313,6294.208569543065,6080.9624529575285,6548.116276916541,6673.711667789846,6161.185974812247,6165.174851764267,6242.594751881383,6230.8146510080305,6378.121199412259,6752.623114973442
2025-06-24,7033.414014703484,6770.488690999178,7269.985569078924,6960.818943146671,6470.699674042502,6509.268195732751,6909.8634671642085,6820.892448764037,6730.910193559002,7516.595796876541,6458.168710840672,6710.504778471497,6729.368247900025,6412.915659814932,6974.580085679658,7131.054362491037
2025-06-25,7340.821630779214,7234.101934003448,7108.40270921379,7019.446102063887,6796.390310197303,6650.857091183564,7223.811281750366,7177.67382799182,7568.847275421767,7500.481084416515,7001.840290375471,7342.518600604223,7319.9910994377715,7159.302958788746,7094.779082258155,7457.212179962219
2025-06-26,7000.380793661547,7178.677108097987,7081.890144510932,7016.456542652277,7148.064213591892,6805.549371336081,7006.1948142562005,7006.264994381732,7739.628683128141,7450.167433746606,6451.745447560379,6783.883969673398,6834.813076240983,6714.4199044379075,6885.050965291953,7416.113221633041
2025-06-27,6843.4748150787,6699.541567978417,7025.999508724113,6731.359100619933,6466.6422245914955,6432.0916994410745,6572.491873343182,6776.835010478479,7022.33129811115,6718.49212079675,6118.4920194026345,6471.209955641519,6690.523867576475,6216.2692852650935,6639.9768129528875,6989.832166446973
2025-06-28,6859.952109942595,6611.180201263573,6715.006176224097,6774.690601142386,6614.447270990774,6426.152473613794,6409.783390994682,6509.960472126962,6730.510157741974,6722.51864546263,5995.877470453434,6513.912677150175,6334.217851069572,6556.820453262607,6663.264458039032,6892.868986338408
2025-06-29,6723.315625843816,6511.417425311007,6716.699373564224,6815.02243334431,6415.163124407595,6036.666176650183,6439.730516417213,6661.706521345221,6884.088376949266,6682.7049884327,6182.646347698911,6369.890882512521,6508.40467575905,6302.033770115341,6240.081981681615,6970.488989412141
